"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"698","IFN3",34,532,"A",NA,"34_532_A_1",377000,4716000,"natural",0,43,26,21,548.200359538751,NA,548.200359538751,445.633840657307,28.2942121052258,42.4413181578388,0,381.971863420549,95.4929658551372,0,42.4413181578388,0,28.2942121052258,0,0,14.0329032258065,15.2855993793864,24.2620689655172,10.0599111111111,NA,10.0599111111111,4.79625,2.83340277777778,1.88265833333333,7.01935483870968,8.81034482758621,"80",50.0206887039676,36.3132461625924,248.896604106861,48.4771897296451,90.2262166360442
"699","IFN3",34,534,"A",NA,"34_534_A_1",376000,4715000,"plantation",0,21,43,26,1542.03455973481,NA,1542.03455973481,1255.5556621694,254.647908947033,31.8309886183791,0,254.647908947033,477.464829275686,668.45076098596,127.323954473516,14.1471060526129,0,0,0,17.2087155963303,17.808476811066,25.16875,38.4094013888889,NA,38.4094013888889,35.6768763888889,1.6405,1.092025,9.28325688073394,10.25,"85",53.9450886312142,40.7251055376211,894.656594126056,24.844432503494,46.2406992187713
"700","IFN3",34,535,"A",NA,"34_535_A_1",379000,4715000,"natural",0,26,NA,NA,838.074562556789,NA,838.074562556789,838.074562556789,NA,NA,0,636.619772367581,95.4929658551372,31.8309886183791,0,0,14.1471060526129,14.1471060526129,45.8366236104659,13.4069800810263,17.0526493250771,37.6975300400534,19.1406315277778,NA,19.1406315277778,19.1406315277778,NA,NA,7.26949696151249,12.435914552737,"65",54.2217331388471,32.9886720417064,453.539255030475,27.776718730651,51.6982988413122
"701","IFN3",34,536,"A",NA,"34_536_A_1",382000,4715000,"plantation",1,25,43,NA,424.413181578388,392.582192960009,31.8309886183791,410.266075525775,14.1471060526129,NA,0,0,31.8309886183791,95.4929658551372,198.059484736581,84.8826363156775,14.1471060526129,0,0,24.7245833333333,25.1914812817084,30.6,21.1536909722222,20.2079347222222,0.94575625,19.9400215277778,1.21366944444444,NA,11.175,12.875,"75",45.1979305347242,42.0751633986928,429.642610582856,37.7014740302077,70.1703498556459
"702","IFN3",34,537,"A",NA,"34_537_A_1",383000,4715000,"plantation",0,21,NA,NA,834.679257104162,NA,834.679257104162,834.679257104162,NA,NA,0,0,63.6619772367581,445.633840657307,325.383439210097,0,0,0,0,21.5095338983051,21.696444145512,25.90625,30.8593395833333,NA,30.8593395833333,30.8593395833333,NA,NA,12.3156779661017,12.4375,"75",57.2568332922925,48.0096501809409,664.858996875907,27.8296084357576,51.7967376744496
"703","IFN3",34,538,"A",NA,"34_538_A_1",384000,4715000,"natural",0,25,NA,NA,435.023511117847,NA,435.023511117847,435.023511117847,NA,NA,0,0,0,95.4929658551372,99.0297423682904,212.206590789194,28.2942121052258,0,0,27.1085365853659,27.3995931220161,31.7,25.6502048611111,NA,25.6502048611111,25.6502048611111,NA,NA,12.760162601626,13.1875,"70",47.0706434537466,41.6009463722397,503.962611624907,36.3564242550338,67.6669301426237
"704","IFN3",34,539,"A",NA,"34_539_A_1",376000,4714000,"plantation",0,25,26,43,969.076764603985,NA,969.076764603985,505.759041380912,208.669814276041,254.647908947033,0,254.647908947033,254.647908947033,318.309886183791,99.0297423682904,42.4413181578388,0,0,0,17.1116788321168,18.0874971940433,27.8375,24.900325,NA,24.900325,13.4829423611111,9.48038263888889,1.937,8.96715328467153,9.9375,"70",52.4037025977904,35.6982487651549,576.443732986457,32.3253896072505,60.1643292817517
"705","IFN3",34,54,"A",NA,"34_54_A_1",358000,4752000,"natural",0,42,43,NA,795.774715459477,NA,795.774715459477,604.788783749202,190.985931710274,NA,0,509.295817894065,190.985931710274,95.4929658551372,0,0,0,0,0,11.754,12.4882064364744,18.825,9.74720625,NA,9.74720625,7.46060625,2.2866,NA,5.66,8.25,"65",48.1538199761783,43.8247011952191,261.203524772263,42.9685782037701,79.973535330274
"706","IFN3",34,540,"A",NA,"34_540_A_4",379000,4714000,"natural",0,26,21,25,739.186291249025,NA,739.186291249025,587.104901183436,137.934284012976,14.1471060526129,0,0,31.8309886183791,381.971863420549,155.618166578742,56.5884242104517,99.0297423682904,14.1471060526129,0,24.2684210526316,24.8668574228052,34.9,35.8992680555556,NA,35.8992680555556,30.1289944444444,5.17222916666667,0.598044444444444,10.5239234449761,11.9375,"70",43.3646812957158,34.2048710601719,732.878095297288,30.8112745182777,57.3462435636759
"707","IFN3",34,541,"A",NA,"34_541_A_4",380000,4714000,"natural",0,26,NA,NA,445.633840657307,NA,445.633840657307,445.633840657307,NA,NA,0,0,0,63.6619772367581,169.765272631355,155.618166578742,14.1471060526129,42.4413181578388,0,27.2857142857143,27.7800102277513,34.38125,27.0105138888889,NA,27.0105138888889,27.0105138888889,NA,NA,10.8650793650794,12.0625,"70",39.8196625945317,35.084530085439,527.806765960072,39.271147558588,73.091841481075
"708","IFN3",34,542,"A",NA,"34_542_A_1",381000,4714000,"plantation",0,21,26,NA,410.266075525775,NA,410.266075525775,311.236333157484,99.0297423682904,NA,0,0,31.8309886183791,95.4929658551372,212.206590789194,56.5884242104517,14.1471060526129,0,0,23.5952586206897,24.0167752974802,28.70625,18.5859548611111,NA,18.5859548611111,12.7380104166667,5.84794444444444,NA,10.4525862068966,11.0625,"80",44.2995195557261,38.536903984324,384.678557064823,44.6286667453719,83.0633082569827
"709","IFN3",34,543,"A",NA,"34_543_A_1",383000,4714000,"plantation",0,25,43,21,841.752810130469,NA,841.752810130469,541.126806512444,254.647908947033,45.978094670992,0,254.647908947033,31.8309886183791,159.154943091895,254.647908947033,141.471060526129,0,0,0,20.271218487395,21.5581724740333,30.26875,30.72545625,NA,30.72545625,26.97355,2.293,1.45890625,12.3844537815126,14.75,"75",61.0937807671182,48.7301259549866,663.648364002423,23.3676851386033,43.4921626719043
"710","IFN3",34,544,"A",NA,"34_544_A_1",385000,4714000,"natural",0,26,25,NA,435.023511117847,NA,435.023511117847,212.206590789194,222.816920328653,NA,0,0,0,95.4929658551372,155.618166578742,84.8826363156775,70.7355302630646,28.2942121052258,0,27.1975609756098,27.8981531865375,35.9875,26.5921541666667,NA,26.5921541666667,17.5431333333333,9.04902083333333,NA,13.6260162601626,14,"75",50.1001404956207,38.9023966655089,518.761359892573,34.2464532045184,63.739831518275
"711","IFN3",34,545,"A",NA,"34_545_A_4",386000,4714000,"natural",0,26,25,NA,371.361533881089,NA,371.361533881089,240.50080289442,130.860730986669,NA,0,0,0,31.8309886183791,14.1471060526129,127.323954473516,141.471060526129,56.5884242104517,0,32.6661904761905,33.1116081644806,38.475,31.9777090277778,NA,31.9777090277778,24.0412333333333,7.93647569444444,NA,13.3142857142857,13.625,"40",40.7586116415691,35.4126055880442,583.004011331567,38.08597084176,70.8859790579255
"712","IFN3",34,547,"A",NA,"34_547_A_4",376000,4713000,"plantation",0,25,43,NA,753.333397301638,NA,753.333397301638,583.568124670283,169.765272631355,NA,0,127.323954473516,254.647908947033,286.478897565412,56.5884242104517,14.1471060526129,14.1471060526129,0,0,17.0434272300469,18.0413345825947,26.580303030303,19.25814375,NA,19.25814375,15.3057298611111,3.95241388888889,NA,7.45446009389671,9.06060606060606,"80",43.7380345706219,34.0876702958445,446.27720847942,40.2113951056014,74.8418393530942
"713","IFN3",34,548,"A",NA,"34_548_A_1",377000,4713000,"plantation",0,21,26,25,1170.67302585372,NA,1170.67302585372,381.971863420549,88.4194128288307,222.816920328653,0,413.802852038928,445.633840657307,254.647908947033,28.2942121052258,14.1471060526129,14.1471060526129,0,0,14.8093655589124,15.6782114477193,24.8970588235294,22.600525,NA,22.600525,9.91361875,4.5565,4.1474,9.01510574018127,9.54411764705882,"75",60.874354842,38.3343177790904,553.595827425553,30.6229066229145,56.9956514062282
"714","IFN3",34,549,"A",NA,"34_549_A_1",384000,4713000,"natural",0,21,43,25,786.720567585804,NA,786.720567585804,532.072658638772,190.985931710274,63.6619772367581,0,0,95.4929658551372,318.309886183791,226.353696841807,141.471060526129,0,0,5.09295817894065,22.6296529401187,23.1845426403651,31.2173913043478,33.21295,NA,33.21295,26.90046875,4.638325,1.67415625,12.9028052508542,14.7961956521739,"75",57.0172476131067,47.3972841225627,697.060439623493,24.0957074907847,44.8471649488541
"715","IFN3",34,550,"A",NA,"34_550_A_1",376000,4712000,"plantation",0,25,26,NA,912.488340393533,NA,912.488340393533,834.679257104162,77.809083289371,NA,0,127.323954473516,381.971863420549,332.456992236404,70.7355302630646,0,0,0,0,16.7397286821705,17.2529244234939,23.1606060606061,21.33254375,NA,21.33254375,19.9010125,1.43153125,NA,9.12015503875969,10.7575757575758,"80",54.4820959283142,46.4477299489729,503.150924883214,30.7731479557478,57.2752820349736
"717","IFN3",34,552,"A",NA,"34_552_A_4",380000,4712000,"natural",0,43,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,0,381.971863420549,0,0,0,0,0,0,0,9.18333333333333,9.20529738791746,10,2.542125,NA,2.542125,2.542125,NA,NA,5,5.5,"70",54.4464609800363,55,76.8454867966746,93.0297007224081,173.147783066174
"718","IFN3",34,553,"A",NA,"34_553_A_1",377000,4711000,"natural",0,25,26,43,640.156548880735,NA,640.156548880735,297.089227104871,137.934284012976,190.985931710274,0,127.323954473516,63.6619772367581,222.816920328653,99.0297423682904,42.4413181578388,84.8826363156775,0,0,21.2397790055249,22.588467575365,33.75,25.6536763888889,NA,25.6536763888889,16.2874118055556,5.57868958333333,2.67455,11.8342541436464,13.5,"80",55.7174071376548,40,543.977257238142,29.2767682638071,54.49020561021
"719","IFN3",34,554,"A",NA,"34_554_A_1",376000,4710000,"natural",0,25,26,21,898.34123434092,NA,898.34123434092,838.216033617315,28.2942121052258,31.8309886183791,0,254.647908947033,222.816920328653,350.14087480217,70.7355302630646,0,0,0,0,15.7159448818898,16.5524687717858,23.2879310344828,19.3311090277778,NA,19.3311090277778,17.58920625,1.28627777777778,0.455625,8.48818897637795,10.5689655172414,"80",54.0100454676403,45.3838750277634,463.470800478144,31.5679842916291,58.7546391476975
"720","IFN3",34,555,"A",NA,"34_555_A_1",377000,4710000,"natural",0,26,25,NA,95.4929658551372,NA,95.4929658551372,63.6619772367581,31.8309886183791,NA,0,0,31.8309886183791,63.6619772367581,0,0,0,0,0,18.6666666666667,18.8144005130822,18.6666666666667,2.6548625,NA,2.6548625,1.67970625,0.97515625,NA,6.83333333333333,6.83333333333333,"80",36.6071428571429,36.6071428571429,60.5110565282411,149.755127992169,278.725699569939
"721","IFN3",34,557,"A",NA,"34_557_A_1",376000,4709000,"plantation",0,25,NA,NA,827.605704077856,NA,827.605704077856,827.605704077856,NA,NA,0,0,381.971863420549,332.456992236404,113.176848420903,0,0,0,0,18.4301282051282,18.7156154806758,24.3375,22.7678270833333,NA,22.7678270833333,22.7678270833333,NA,NA,9.9508547008547,11.125,"80",53.992324904641,45.7113507960966,520.016787615941,31.245554961832,58.1545305456451
"723","IFN3",34,559,"A",NA,"34_559_A_1",378000,4708000,"natural",0,25,26,43,958.466435064525,NA,958.466435064525,247.574355920726,169.765272631355,509.295817894065,0,509.295817894065,190.985931710274,159.154943091895,84.8826363156775,14.1471060526129,0,0,0,13.7136531365314,14.8364814161515,23.7972972972973,16.5702333333333,NA,16.5702333333333,6.65424305555555,5.64353402777778,3.4029,7.54428044280443,9.40540540540541,"75",55.0129157248951,39.5229982964225,414.829197645091,34.3426675501727,63.9189065934374
"725","IFN3",34,560,"A",NA,"34_560_A_4C",379000,4708000,"natural",0,25,45,NA,763.943726841098,NA,763.943726841098,445.633840657307,318.309886183791,NA,0,381.971863420549,350.14087480217,31.8309886183791,0,0,0,0,0,11.7520833333333,11.9681391271436,15.2125,8.59418125,NA,8.59418125,4.51326875,4.0809125,NA,4.875,5.125,"70",41.4820067363943,33.6894001643385,234.207282419082,70.5952443471481,131.392554837912
"726","IFN3",34,562,"A",NA,"34_562_A_4",394000,4708000,"natural",0,43,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,18.95,18.95,18.95,0.89775625,NA,0.89775625,0.89775625,NA,NA,8,8,"65",42.2163588390501,42.2163588390501,20.4041826424833,221.55673136319,412.363541546725
"730","IFN3",34,566,"A",NA,"34_566_A_4",346000,4705000,"plantation",0,25,NA,NA,732.112738222719,NA,732.112738222719,732.112738222719,NA,NA,0,127.323954473516,350.14087480217,254.647908947033,0,0,0,0,0,16.1652173913043,16.414866008803,19.725,15.49325,NA,15.49325,15.49325,NA,NA,7.32608695652174,7.5,"65",45.3200645508338,38.0228136882129,372.683515365048,49.2776234886359,91.7159917270567
"731","IFN3",34,567,"A",NA,"34_567_A_1",347000,4705000,"plantation",0,25,NA,NA,923.098669932993,NA,923.098669932993,923.098669932993,NA,NA,0,413.802852038928,381.971863420549,127.323954473516,0,0,0,0,0,13.8465517241379,14.2705598807596,19.625,14.76454375,NA,14.76454375,14.76454375,NA,NA,7.31034482758621,8.25,"65",52.7954177561948,42.0382165605096,375.346383658755,39.8953233026809,74.2535634418482
"732","IFN3",34,568,"A",NA,"34_568_A_1",346000,4704000,"plantation",0,25,NA,NA,969.076764603985,NA,969.076764603985,969.076764603985,NA,NA,0,127.323954473516,732.112738222719,95.4929658551372,14.1471060526129,0,0,0,0,14.9967153284672,15.3641206835784,20.0516129032258,17.9665,NA,17.9665,17.9665,NA,NA,7.38503649635036,8.2258064516129,"65",49.2443600788494,41.023166023166,443.61818543784,39.0519228858181,72.6838183896456
"733","IFN3",34,569,"A",NA,"34_569_A_4",346000,4703000,"plantation",0,25,NA,NA,742.723067762178,NA,742.723067762178,742.723067762178,NA,NA,0,127.323954473516,381.971863420549,190.985931710274,42.4413181578388,0,0,0,0,15.8992857142857,16.2307017276342,21.79,15.36708125,NA,15.36708125,15.36708125,NA,NA,6.9952380952381,8.01666666666667,"65",43.9971846593887,36.7905767171485,371.299667233886,45.7712441675785,85.1898844589943
"734","IFN3",34,57,"A",NA,"34_57_A_4C",372000,4752000,"natural",0,43,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,127.323954473516,31.8309886183791,0,0,0,0,0,0,9.1,9.27631392310545,9.1,1.075625,NA,1.075625,1.075625,NA,NA,4.6,4.6,"55",50.5494505494505,50.5494505494505,32.4163411810298,172.318578156783,320.721012292535
"735","IFN3",34,570,"A",NA,"34_570_A_3C",347000,4703000,"natural",0,25,21,NA,403.192522499468,NA,403.192522499468,389.045416446855,14.1471060526129,NA,0,0,31.8309886183791,45.978094670992,169.765272631355,155.618166578742,0,0,0,26.025,26.3319918323633,30.55625,21.9568368055556,NA,21.9568368055556,21.0479923611111,0.908844444444445,NA,10.1719298245614,10.5,"",39.0852250703608,34.3628553896502,438.222944446636,47.4301465268983,88.2774496517123
"737","IFN3",34,571,"A",NA,"34_571_A_4",345000,4702000,"natural",0,25,26,NA,399.655745986315,NA,399.655745986315,314.773109670637,84.8826363156775,NA,0,0,0,173.302049144508,155.618166578742,56.5884242104517,14.1471060526129,0,0,23.7853982300885,24.1477471970009,28.73125,18.3032909722222,NA,18.3032909722222,12.8952909722222,5.408,NA,10.7566371681416,11,"80",45.223700120919,38.285838590385,378.015252459743,45.4741179761915,84.6368703040519
"738","IFN3",34,572,"A",NA,"34_572_A_4",346000,4702000,"plantation",0,25,NA,NA,795.774715459477,NA,795.774715459477,795.774715459477,NA,NA,0,445.633840657307,286.478897565412,63.6619772367581,0,0,0,0,0,13.162,13.3781725209387,17.2,11.18596875,NA,11.18596875,11.18596875,NA,NA,5.46,6,"65",41.4830572861267,34.8837209302325,291.71803097293,59.0817950301839,109.963611079127
"739","IFN3",34,573,"A",NA,"34_573_A_1",347000,4702000,"natural",0,25,NA,NA,14.1471060526129,NA,14.1471060526129,14.1471060526129,NA,NA,0,0,0,0,14.1471060526129,0,0,0,0,24.1,24.1,24.1,0.645344444444444,NA,0.645344444444444,0.645344444444444,NA,NA,8,8,"55",33.195020746888,33.195020746888,13.3386306995181,332.335097044784,618.545312320088
"741","IFN3",34,575,"A",NA,"34_575_A_1",346000,4700000,"plantation",0,25,NA,NA,541.126806512444,NA,541.126806512444,541.126806512444,NA,NA,127.323954473516,254.647908947033,95.4929658551372,63.6619772367581,0,0,0,0,0,11.3911764705882,11.9231053495501,16.9875,6.04181875,NA,6.04181875,6.04181875,NA,NA,4.85294117647059,6.375,"60",42.6026336173509,37.5275938189845,164.896064908154,67.4326592278313,125.506320679192
"742","IFN3",34,576,"A",NA,"34_576_A_1",346000,4698000,"plantation",0,25,NA,NA,1329.82796894561,NA,1329.82796894561,1329.82796894561,NA,NA,0,381.971863420549,445.633840657307,445.633840657307,56.5884242104517,0,0,0,0,16.1781914893617,16.6004477958059,22.9602941176471,28.7822638888889,NA,28.7822638888889,28.7822638888889,NA,NA,9.21542553191489,10.7205882352941,"70",56.9620253164557,46.6918593479792,689.277390489821,25.5790053639768,47.6078933654309
"743","IFN3",34,577,"A",NA,"34_577_A_1",346000,4697000,"plantation",0,25,43,NA,668.45076098596,NA,668.45076098596,541.126806512444,127.323954473516,NA,0,509.295817894065,159.154943091895,0,0,0,0,0,0,11.2904761904762,11.4687671110551,13.9625,6.9054625,NA,6.9054625,5.7818625,1.1236,NA,4.92857142857143,4.625,"65",43.6524673133699,33.1244404655327,191.381549293398,83.6283545697864,155.649906242713
"744","IFN3",34,578,"A",NA,"34_578_A_1",347000,4697000,"plantation",0,25,NA,NA,374.898310394242,NA,374.898310394242,374.898310394242,NA,NA,0,0,63.6619772367581,254.647908947033,42.4413181578388,14.1471060526129,0,0,0,20.3599056603774,20.5708525932956,23.1867647058824,12.4597104166667,NA,12.4597104166667,12.4597104166667,NA,NA,7.65094339622641,7.57352941176471,"65",37.5784815698631,32.6631572271199,274.150913966543,68.1938079381174,126.922978055775
"745","IFN3",34,579,"A",NA,"34_579_A_4",344000,4696000,"natural",0,43,NA,NA,318.309886183791,NA,318.309886183791,318.309886183791,NA,NA,0,254.647908947033,63.6619772367581,0,0,0,0,0,0,11.725,11.7720537715388,12.5416666666667,3.46453125,NA,3.46453125,3.46453125,NA,NA,7.33,8.21666666666667,"60",62.5159914712153,65.514950166113,95.0329594667242,68.2149032421654,126.962240840677
"746","IFN3",34,58,"A",NA,"34_58_A_1",359000,4751000,"plantation",1,21,NA,NA,1860.3444459186,1733.02049144508,127.323954473516,1860.3444459186,NA,NA,0,509.295817894065,923.098669932993,413.802852038928,14.1471060526129,0,0,0,0,14.5500950570342,15.0676148763113,21.65,33.1720465277778,32.4996465277778,0.6724,33.1720465277778,NA,NA,9.47528517110266,11.4032258064516,"75",65.1218094037252,52.6707889443493,825.393583937934,20.3317890315853,37.841723334064
"747","IFN3",34,580,"A",NA,"34_580_A_1",346000,4694000,"natural",0,43,NA,NA,254.647908947033,NA,254.647908947033,254.647908947033,NA,NA,0,254.647908947033,0,0,0,0,0,0,0,9.475,9.49901310663376,10.15,1.804625,NA,1.804625,1.804625,NA,NA,5.5,5.5,"60",58.0474934036939,54.1871921182266,53.8791048681861,113.937648846864,212.06185930312
"748","IFN3",34,581,"A",NA,"34_581_A_1",348000,4707000,"plantation",0,21,25,NA,1075.18005999858,NA,1075.18005999858,820.532151051549,254.647908947033,NA,0,127.323954473516,286.478897565412,477.464829275686,155.618166578742,28.2942121052258,0,0,0,18.7328947368421,19.3131759803345,26.6125,31.4976736111111,NA,31.4976736111111,21.0225916666667,10.4750819444444,NA,9.32730263157895,10.125,"70",49.7910374376624,38.0460310004697,710.530414001874,30.120651922755,56.0608500772776
"749","IFN3",34,582,"A",NA,"34_582_A_4",348000,4706000,"plantation",0,25,NA,NA,1252.01888565624,NA,1252.01888565624,1252.01888565624,NA,NA,0,0,381.971863420549,700.281749604339,155.618166578742,14.1471060526129,0,0,0,18.8992937853107,19.1650869528318,24.85,36.1178881944444,NA,36.1178881944444,36.1178881944444,NA,NA,10.5494350282486,10.8125,"80",55.8192022838865,43.5110663983903,817.235060819521,26.1377644343026,48.647861177256
"750","IFN3",34,583,"A",NA,"34_583_A_4",359000,4706000,"natural",0,54,257,NA,551.737136051904,NA,551.737136051904,265.258238486492,286.478897565412,NA,0,254.647908947033,127.323954473516,127.323954473516,28.2942121052258,14.1471060526129,0,0,0,13.5532051282051,14.7809898266798,22.2966666666667,9.46736527777778,NA,9.46736527777778,5.60958402777778,3.85778125,NA,9.09294871794872,9.63333333333333,"80",67.0907629002507,43.2052623710569,237.362795858816,44.1933886790996,82.2531644899156
"751","IFN3",34,584,"A",NA,"34_584_A_3C",372000,4706000,"plantation",0,25,21,NA,1046.88584789336,NA,1046.88584789336,778.090832893711,268.795014999645,NA,0,286.478897565412,509.295817894065,222.816920328653,28.2942121052258,0,0,0,0,14.8486486486487,15.317816644573,21.8971428571429,19.2922527777778,NA,19.2922527777778,15.5890465277778,3.70320625,NA,8.23986486486486,9.25714285714286,"",55.4923552966873,42.2755741127349,476.921153878655,33.3866903854419,62.1396326040592
"753","IFN3",34,585,"A",NA,"34_585_A_1",348000,4705000,"plantation",0,25,26,NA,1708.26305585301,NA,1708.26305585301,1644.60107861625,63.6619772367581,NA,0,509.295817894065,572.957795130823,541.126806512444,84.8826363156775,0,0,0,0,16.0640786749482,16.5897959670318,23.5651515151515,36.9255284722222,NA,36.9255284722222,35.5552472222222,1.37028125,NA,10.0300207039337,11.3939393939394,"90",62.4375720941622,48.3508004886517,884.516444679653,21.2348266819117,39.5224657847558
"754","IFN3",34,586,"A",NA,"34_586_A_1",371000,4705000,"plantation",0,25,43,NA,700.281749604339,NA,700.281749604339,445.633840657307,254.647908947033,NA,0,381.971863420549,318.309886183791,0,0,0,0,0,0,12.1363636363636,12.5380602385478,16.55,8.6461625,NA,8.6461625,7.0394375,1.606725,NA,6.02272727272727,6.875,"80",49.625468164794,41.5407854984894,231.333649483158,54.9655899229551,102.302490131431
"755","IFN3",34,587,"A",NA,"34_587_A_1",372000,4705000,"plantation",0,25,43,NA,1082.25361302489,NA,1082.25361302489,954.929658551372,127.323954473516,NA,0,509.295817894065,477.464829275686,95.4929658551372,0,0,0,0,0,13.0764705882353,13.5177987243834,19.0625,15.532125,NA,15.532125,14.892125,0.64,NA,5.74411764705882,7.25,"75",43.9271255060729,38.0327868852459,403.403276553494,41.9273555394051,78.0356015885435
"756","IFN3",34,588,"A",NA,"34_588_A_4",348000,4704000,"plantation",0,25,NA,NA,1400.56349920868,NA,1400.56349920868,1400.56349920868,NA,NA,0,636.619772367581,286.478897565412,477.464829275686,0,0,0,0,0,14.1920454545455,14.7839997202135,20.8,24.04233125,NA,24.04233125,24.04233125,NA,NA,5.79545454545455,7.375,"90",40.8359356233485,35.4567307692308,602.73326736249,36.2315216127835,67.4344601310382
"757","IFN3",34,59,"A",NA,"34_59_A_3C",360000,4751000,"plantation",0,21,NA,NA,1319.21763940615,NA,1319.21763940615,1319.21763940615,NA,NA,0,1018.59163578813,286.478897565412,0,14.1471060526129,0,0,0,0,11.0514745308311,11.365512718596,18.02,13.3839527777778,NA,13.3839527777778,13.3839527777778,NA,NA,5.67962466487936,6.54285714285714,"50",51.3924603367134,36.3088631679087,372.257222462621,42.0798649343053,78.3194535564492
"758","IFN3",34,59,"A",NA,"34_59_A_3E",360000,4751000,"plantation",0,21,NA,NA,650.766878420194,NA,650.766878420194,650.766878420194,NA,NA,0,509.295817894065,127.323954473516,0,14.1471060526129,0,0,0,0,11.31875,11.7182903533044,18.02,7.01849236111111,NA,7.01849236111111,7.01849236111111,NA,NA,5.23641304347826,6.54285714285714,"50",46.2631743211774,36.3088631679087,192.867413229317,59.9128310306505,111.510343359373
"760","IFN3",34,591,"A",NA,"34_591_A_1",350000,4703000,"plantation",0,26,25,NA,466.854499736226,NA,466.854499736226,141.471060526129,325.383439210097,NA,0,127.323954473516,31.8309886183791,95.4929658551372,42.4413181578388,99.0297423682904,70.7355302630646,0,0,21.2810606060606,23.2089422421617,32.625,19.7506833333333,NA,19.7506833333333,11.3054888888889,8.44519444444444,NA,8.44242424242424,9.775,"85",39.6710690256666,29.9616858237548,414.347447951531,47.3469992309896,88.1226950965246
"761","IFN3",34,592,"A",NA,"34_592_A_4",348000,4702000,"plantation",0,25,26,43,1029.20196532759,NA,1029.20196532759,654.303654933348,247.574355920726,127.323954473516,0,127.323954473516,222.816920328653,396.118969473162,198.059484736581,70.7355302630646,14.1471060526129,0,0,18.9077319587629,19.8631592276183,28.95625,31.8923951388889,NA,31.8923951388889,18.6653194444444,12.6570506944444,0.570025,8.89931271477663,10.025,"85",47.067055605536,34.6211957694798,711.499260416684,31.0931924765769,57.8709520073986
"762","IFN3",34,593,"A",NA,"34_593_A_4",361000,4702000,"plantation",0,258,54,NA,431.486734604694,NA,431.486734604694,385.508639933702,45.978094670992,NA,0,0,63.6619772367581,127.323954473516,155.618166578742,14.1471060526129,56.5884242104517,14.1471060526129,0,24.8602459016393,25.6150550474124,33.43125,22.2355520833333,NA,22.2355520833333,19.7665243055556,2.46902777777778,NA,19.1106557377049,21.5625,"80",76.8723520005275,64.4980370162647,448.651041982322,22.3263209346318,41.5539654952825
"763","IFN3",34,594,"A",NA,"34_594_A_4",348000,4701000,"plantation",0,26,25,NA,185.044147168177,NA,185.044147168177,128.455722957725,56.5884242104517,NA,0,0,0,0,42.4413181578388,56.5884242104517,42.4413181578388,28.2942121052258,15.278874536822,33.1905198776758,33.8222648019064,38.3590395480226,16.6253426666667,NA,16.6253426666667,12.7030648888889,3.92227777777778,NA,10.894495412844,11.3700564971751,"70",32.8241180101904,29.6411396926159,300.574372651856,64.6546404244009,120.335845084893
"764","IFN3",34,596,"A",NA,"34_596_A_1",362000,4699000,"plantation",0,258,NA,NA,314.773109670637,NA,314.773109670637,314.773109670637,NA,NA,0,0,31.8309886183791,0,70.7355302630646,113.176848420903,84.8826363156775,14.1471060526129,0,29.2724719101124,29.8457462197837,35.1375,22.0217784722222,NA,22.0217784722222,22.0217784722222,NA,NA,22.6067415730337,24.1875,"90",77.2286728720852,68.8367129135539,418.302278055312,23.3029125503126,43.3716073011045
"765","IFN3",34,597,"A",NA,"34_597_A_4C",363000,4697000,"plantation",0,258,NA,NA,282.942121052258,NA,282.942121052258,282.942121052258,NA,NA,0,0,190.985931710274,63.6619772367581,28.2942121052258,0,0,0,0,17.06625,17.3055753299334,19.3114285714286,6.65517638888889,NA,6.65517638888889,6.65517638888889,NA,NA,14.6875,15.0571428571429,"90",86.0616714275251,77.9701139221778,156.780660077088,39.4828620729252,73.4858865926443
"766","IFN3",34,598,"A",NA,"34_598_A_4",348000,4696000,"natural",0,25,43,NA,159.154943091895,NA,159.154943091895,31.8309886183791,127.323954473516,NA,127.323954473516,0,31.8309886183791,0,0,0,0,0,0,9.06,9.58217094399802,9.06,1.147725,NA,1.147725,0.585225,0.5625,NA,5,5,"60",55.1876379690949,55.1876379690949,34.1488434958261,158.53309190424,295.063331309132
"767","IFN3",34,599,"A",NA,"34_599_A_1",348000,4695000,"plantation",0,25,26,21,636.619772367581,NA,636.619772367581,378.435086907396,162.691719605049,95.4929658551372,0,0,63.6619772367581,318.309886183791,240.50080289442,0,14.1471060526129,0,0,21.6086111111111,21.9818937486691,27.24375,24.1601826388889,NA,24.1601826388889,14.1086368055556,8.11603333333333,1.9355125,10.5944444444444,11.375,"80",49.0288079597897,41.752695572379,517.846328549032,34.8424377811517,64.8490838042048
